src,score_mean,score_sem,condition
picture10_neutral.jpg,2.2615384615384615,0.6438603987028179,neutral
picture1_neutral.jpg,3.642857142857143,0.812316879497069,neutral
picture1_threat.jpg,4.28030303030303,0.9232986097182185,threat
picture2_neutral.jpg,2.6636363636363636,0.8000309911352557,neutral
picture2_threat.jpg,3.5757575757575757,0.8481856306047153,threat
picture3_neutral.jpg,4.653333333333333,0.9924412741012351,neutral
picture3_threat.jpg,2.9454545454545453,0.6049123321236666,threat
picture4_neutral.jpg,3.5,0.8266397845091495,neutral
picture4_threat.jpg,3.85,0.8877168048094649,threat
picture5_neutral.jpg,5.372727272727273,1.3620900323393998,neutral
picture6_neutral.jpg,2.41025641025641,0.6351008244359402,neutral
picture7_neutral.jpg,3.864444444444444,0.9884864528015211,neutral
picture8_neutral.jpg,4.088888888888889,1.0863348732274607,neutral
picture9_neutral.jpg,3.4791666666666665,0.8410579481951421,neutral
